live.seats.taken,live.fee.original_price,live.fee.amount,live.review.count,live.review.score,live.speaker.member.name,live.speaker.member.headline,live.speaker.member.gender,live.speaker.description,live.subject,live.speaker_message_count,live.tags.name,live.tags.great_num,live.tags.score,live.tags.available_num,live.tags.live_num,live.liked_num
1379,999,999,134,4.51,乌龟,CPA/审计十年/实用主义DIYer/马拉松,0,我是乌龟，中国注册会计师，在会计师事务所从事财务审计工作 11 年，为中国石油、中粮集团、华润集团、中国中化、中国中冶等数十家央企集团、上市公司、新三板企业、大型民企提供过多种形式的审计及财务咨询服务。目前为天职国际高级审计经理、天职学院首席讲师。,CPA 考试：别让报名坑了你,102,金融与经济,573,0,590,610,1815
1247,999,999,73,4.59,雨宫夏一,XMU（厦门大学）硕士在读，移动视觉搜索,1,明年即将就读博士，本科毕业于于天津工业大学软件工程专业，大一大二学习专业技能（计算机），大三在外面边工作边读书，大四开学认真思量决定考研，花了大概一百天的时间，考到了厦门大学研究生（计算机技术方向），分数 370+，复试之前成绩第七名，复试之后第四，当时录取分数线 320 。 ,一百天，从二本到厦大 985,73,教育,1189,0,1215,1234,4588
3359,999,999,181,4.4,付常银,清华传媒经济硕士,0,清华大学传媒经济方向硕士，和君商学院七届。曾供职于国务院发展研究中心旗下媒体、新华社旗下杂志、经济观察报。现供职于清华系产业集团。熟悉并擅长内容撰写、品牌传播策划、传媒产业运作。关注财经与时尚领域，在微社交、拓展人脉方向略有心得。,我如何从二本考上清华,116,教育,1189,0,1215,1234,8734
5264,999,999,307,4.6,余天宇Sky,公众号/微博：余天宇Sky,0,我是余天宇，本科就读于湖北师范大学，现在是哈尔滨工业大学翻译硕士在读研究生。2015年8月底开始准备考研，仅备考了四个月就从普通二本考到了985院校。高中理科，9月底开始复习考研政治，每天复习不到1小时，最后考了73分。我将带来的是如何用最少时间达到最大效果的考研经验分享。,四个月，二本这样逆袭985,425,教育,1189,0,1215,1234,12821
4418,999,999,519,4.91,大郎神,个人VX：Fan86655，欢迎礼貌咨询！,1,本人天津大学  学硕在读，本科双非普本，经管类专业，2015年底参加研究生考试，一战三跨985教育类专业，全程备考4个多月，以高分成功录取。初试成绩优异，其中英语一84分，政治76分，公共课全院第一。课外长期担任某考研机构英语政治兼职直播讲师，并在知乎刊发多篇高赞良心考研经验帖，文笔诙谐且诚意满满，收藏量达三万以上。,四个月冲刺考研英语80分,229,教育,1189,0,1215,1234,1959
1653,2990,2990,171,4.15,酷炫脑,公众号“酷炫脑” ，耶鲁大学精神病学博士后,0,我是琳子，现在在耶鲁大学精神医学做博士后。参与美国人类脑图谱连接组学项目（Human Connectome Project)，用核磁共振脑成像手段分析多种精神疾病的大脑机构和功能机制。我从事脑科学研究多年，在国际知名期刊发表多篇研究文章，研究方向涉及用脑成像手段观测幻觉、精神分裂症、双相情感障碍、帕金森病等精神、神经、衰老相关疾病。也从事科普多年，曾为科学画报、南都周刊等多家纸媒撰稿。,如何克服社交恐惧,67,心理学,218,0,230,239,3097
14003,999,999,1074,4.53,胖子邓,想象晴空，有云雀相送。,1,我是胖子邓，北京大学 12 级本科生，你的同龄人。在我的经验中，万事不仅「开头难」，更难的是之中漫长的努力过程。我曾需要在短时间内通过司法考试， CFA 考试，语言考试，钢琴考试；也曾需要做长时间的付出才能做到的事： 15 岁考上北大，学会粤语等各地方言。我深知，无论在短期还是长期的努力中，专注力是一种比时间更稀缺的资源：在这场 Live 中，我愿意分享我的经验。,提升专注力的四个方法,133,教育,1189,0,1215,1234,7616
838,999,999,73,4.08,见过女施主,,1,见过女施主， 可铭堂书法工作室成员，凭借三年钢笔字教学经验，  解答过很多初、高中学生和成年人练字的相关问题。可参见知乎回答【如何快速提升钢笔字】,女孩子该怎样练字？,134,生活方式,622,0,623,645,4228
310,1900,1900,20,4.3,seasonstar,大自然爱好者,1,我是 seasonstar，现在美国德州大学西南医学中心从事计算生物学方面的工作。在美国工作的近 5 年期间，参加了四项大规模基因组关联分析和全基因组测序分析工作，现正在进行大规模癌症基因组学研究。这些经历为我积累了大量在大规模数据处理、统计分析，数据挖掘方面的经验。加上之前在博士阶段的训练，我已有超过 10 年的数据统计分析经验。,实用统计分析与 R 入门（一）,175,互联网,659,0,676,694,615
2022,4900,4900,194,4.73,罗文益,异乡人。,1,我是程序员、阅读者罗文益，毕业于华南理工大学自动化系。我从大二开始就喜欢泡在图书馆里读书，从一本一本烂书读过来，再到自己主动选择经典好书，对一些主要学科，比如哲学、科学、经济学、政治科学、心理学、计算机等，都算是有一点了解。毕业后我成了程序员，写过推荐系统也做过网站开发，几年以来，我发现，我之前的自我通识教育对我的工作起到了一定的启发作用，也使得我的思维方式更加多元。因此我想要将我的个人通识阅读经验分享出来，给大家略作参考。,如何通过阅读改变思维方式？,606,教育,1189,0,1215,1234,2806
641,2900,2900,19,4.74,Wifs P,财会界的香川照之 | 公众号“WifsP的簿记鉴定科”,1,在上一场 Live 中，我和大家交流了一些关于财务尽调工作的目的、局限、适用性、对投资者价值等话题。这一场我会侧重于一些实务操作层面的话题。,投融资中的财务尽职调查（二）,77,金融与经济,573,0,590,610,359
521,4990,4990,44,4.84,SunLau,室内设计师 ，自由码字人,1,我是一名室内设计师，从业 12 年，2008 年成为自由职业至今。关注家居、生活方式、互联网和一切有趣的事。2011 年注册知乎以来，回答了 800 多个有关家居的问题。,给家点颜色，家居配色基础课,205,设计,271,0,280,283,1036
9668,999,999,718,4.47,萌萌的Crusher,微信公众号：CrusherTV 英语流利说APP内容负责人,1,我是萌 C ，美剧圈最大自媒体 What 创始人，一个只看美剧就把英语干翻、并且正在教全中国人学英语的套路高手。如果你想甩掉字幕看美剧、看懂全英新闻、轻松看 Youtube 视频；如果你英语水平很差，觉得培训课程太贵，自学又坚持不下；如果你「学好英语」的新年愿望到年底还没有实现，那这次的 Live 分享，就是为你准备的！,只看美剧就把英语干翻的套路！,133,音乐、影视和游戏,420,0,431,443,8341
127,999,999,21,4.24,刘金凯,前端开发工程师,1,我叫刘金凯，分享一些认知、程序开发相关方面的知识,高手的 7 种思维方式,53,教育,1189,0,1215,1234,264
2395,1288,1288,173,4.6,SimonS,BI Algo | WeChat:BigDataDaily,1,我是 SimonS ，知乎 13K 粉丝大透明一只。小学接触编程学习，初中自主创站，高中开始长达七年的 OI / ACM 竞赛，毕业后有四年计算广告及风控征信相关机器学习工作经历。现任初创公司算法技术总监、公司技术合伙人，负责广告精准投放及商业智能相关工作。,如何成为当下合格的算法工程师,96,互联网,659,0,676,694,1026
88,1999,1999,7,4.71,刘人杰,设计思维丨学习体验,1,"我是老刘，学习体验设计师，多个世界500强企业的创新顾问。擅长用设计思维（Design Thinking）解决复杂问题。2011年赴德国Hasso Plattner Institut，Design Thinking School学习设计思维。我有跨界职业背景：机械工程师（2年）、工业设计师（3年）、世界500强快消品企业品牌经理（3年）；
至今创业2次：
一只梨——帮设计师讲故事；
螃蟹快跑——让学习简单有趣唾手可得。
",可视化工作让复杂问题变简单,102,职业,1070,0,1109,1128,74
2511,1999,1999,140,4.56,尼克六六,知乎英语话题优秀答主，关注我英语会变厉害噢,1,"尼克六六，知乎英语话题高赞答主。

曾获得奖学金赴加拿大读高中，后毕业于剑桥大学。在国外生活、工作八年，现在致力于分享自己的英语学习方法，希望帮助每个人更轻松的学会英语。",如何利用碎片时间系统学习英语？,83,职业,1070,0,1109,1128,6052
362,1999,1999,22,4.77,题名,中财硕士，注会，「上牛人堂」创始人,1,中央财经大学管理学硕士，注册会计师，牛人堂科技创始人。从小第一， 11 岁患上严重精神分裂，几乎丧失学习能力，高考三本未去读；来北京自学考试 4 年半获会计专科、金融本科和工商管理本科，经济学学士； 21 岁开始创业做教育培训； 2015 年考上中财企业管理研究生，读研期间均获奖学金，同时考下了 CPA ，研二创立牛人堂科技公司。,三本>自考>中财研究生+CPA,121,教育,1189,0,1215,1234,1316
1950,999,999,148,4.87,大郎神,个人VX：Fan86655，欢迎礼貌咨询！,1,本人天津大学硕士在读，本科双非经管出身，硕考三跨985教育类专业，全程备考4个月，最终以高分成功录取。初试成绩优异，其中政治76分，英语一84分，公共课全院第一。课外长期担任某考研机构英语政治兼职直播讲师，并在知乎刊发多篇高赞良心考研经验帖，收藏量达30K以上。英语冲分Live已成功举办，超1.2K人参加，皆为五星满分评价！,三个月冲刺考研政治75分,176,教育,1189,0,1215,1234,887
7673,999,999,537,4.23,刘洹Burning,中国最全能塑身导师；提供优化时空的健身解决方案,1,我是香港大学博士生刘洹 Burning ，国际顶级机构美国国家运动医学会（ NASM ）认证体适能教练、女性训练专家和减重专家，目前是 Dr Burning Fitness 的创始人。我在 25 岁那年通过系统饮食、训练、作息从 177CM 长高到 182CM ，目前身高稳定在 181-182CM 左右。通过矫正体态使自己更挺拔其实是有一套系统科学方法的。,如何矫正体态，使自己更挺拔？,247,体育,194,0,179,197,4778
3671,1990,1990,116,4.66,张皓翔,慢流中的大鱼,1,"你好，我是张皓翔， 17 年广电人。在过去，我是一名节目总监制、卫视新闻评论员、国家广电总局项目制片人，目前的工作是广播电视节目评价，给 9 个省台的节目打分。

我开过一次 Live ，有幸获评 2 月最受欢迎 Live 。
开过一次课程，评分全五星。
可以说，我就是一个靠说话为生的人。
今天想和你分享的，就是我的手艺：说话。",学会这五招，让你的职场沟通胜人一筹,122,职业,1070,0,1109,1128,6426
5671,999,999,264,4.36,EGAB,博士生,0,"直博生，四川大学本科毕业，高分子材料与工程专业。现在保送北京大学攻读生物医学工程博士。
大学四年，绩点3.77（4分满分），四六级均在600分以上，托福110以上（120满分），科研做了两个课题，其中一个是国家级大创，已经在论文撰写阶段。曾在辩论队，并获得过最佳辩手，参加过学生会，社团等组织，在省级，市级比赛获奖。
",大学四年，时间如何分配？,282,教育,1189,0,1215,1234,6204
417,1000,1000,40,4.38,DHLLL,AC米兰球迷,1,我是 DHLLL ，目前在某国际运动品牌大中华地区总部任职。大学毕业后我作为管理培训生进入该集团，先后在多品牌渠道、大客户渠道以及业务规划营运等岗位任职至今。同时，我也是知乎「运动品牌」话题下的活跃回答者。,是时候认真挑一双运动鞋了,88,生活方式,622,0,623,645,534
780,999,999,39,4.21,Grit,Less is more,1,我是王毅，本科就读于一所双非工科学校，在经历了奇葩的86天每天10.5小时的复习后（没办法，太能睡TAT ）以411分考研成绩考入大连理工。在我的复习过程中，我总结出了一些具体技巧，也把其中通用的部分总结成了理论，相信我的分享能够助你在短时间内获得最大的收益。,考研，86天逆袭985,251,教育,1189,0,1215,1234,917
938,3770,3770,35,4.46,冼艺哲Casper,临床心理工作者,0,我是一名独立执业的临床心理工作者，毕业于香港大学社会科学院社会工作与公共管理学系婚姻及家庭治疗方向。毕业至今，一直都在做临床咨询工作，已经超过 2000 小时的临床经验，出版知乎一小时《单亲妈妈》一书。,爱情里的信任与背叛：出轨,177,心理学,218,0,230,239,500
974,1900,1900,57,4.3,李明威,我的微信18956789193，接受咨询和预约康复。公众号：健行者运动康复。,1,我是李明威，毕业于北体大运动康复，主要研究运动康复与健康，也是北京健行者运动康复的创始人。,腰痛的人如何进行正确的运动康复,223,体育,194,0,179,197,931
6456,999,999,391,4.4,刘洹Burning,中国最全能塑身导师；提供优化时空的健身解决方案,1,我是刘洹 Burning，美国国家运动医学会 NASM 认证教练、WLS 减重专家、WFS 女性训练专家、CES 纠正动作专家、FNS 营养专家，港大博士生。目前也是深圳博宁健康创始人，专注减肥。一年间，我帮助超过 700 名小伙伴通过线上成功减肥。我们的使命是提供最省时便捷的健身解决方案，用短时间和精力达到更好效果。,20 大超实用减肥狠招！,205,生活方式,622,0,623,645,5348
126,2900,2900,9,4.56,余婧,律师,0,我是余婧，婚姻律师，财富管理律师， CCTV-12 《法律讲堂》主讲人，创办中国唯一专注私人法律服务的律师机构——北京余婧律师事务所。,同居，你需要知道的一切,100,法律,238,0,241,245,575
203,999,999,12,4.58,magic,用最有效的方法学习，讲如何刷题，致力于深度学习算法研发,1,本科就读于厦门理工学院，研究生就读于厦门大学，现在为国内某上市公司程序员，工作内容是深度学习（计算机视觉方向）算法研发。研究生期间在该公司实习，实习后拿到正式offer。,上市公司深度学习算法研发 实习生心得,196,互联网,659,0,676,694,219
2463,999,999,279,4.43,潇峰学长,剑村社会学，语言控,1,我叫许潇峰，毕业于英国剑桥大学社会学专业。创造摸索出独家的语言学习方法，本科期间同时学习英日西三国外语，雅思8分，2015年学习日语半年后参加全英大学生日语演讲比赛进入复赛， 2016年作为中国青年代表参加联合国学术影响力全球青年峰会，并在联合国大会主席台用西班牙语就“绿色学院”概念发表压轴演讲。,如何三年掌握英日西三门语言,280,教育,1189,0,1215,1234,3846
3432,1999,1999,190,4.7,动机在杭州,《幸福课:不完美人生解答书》,1,"我是心理学博士，中国临床心理学会注册心理师, 《幸福课》作者。",患了「努力焦虑症」，怎么办？,98,心理学,218,0,230,239,6244
314,999,999,34,4.56,李翔,宇土茫茫 山高水长,1,北京大学经济学硕士。在2017年考研中，总分419分（北京地区），前三科公共课总分为308分。英语一88分，政治73分，数学三147分，专业课111分。初复试总成绩排名第一。特别地，我在英语一的大作文中获得18分（北京地区满分档）。在冲刺阶段我平均每天只花不到1小时来复习英语和政治（两科总复习时间日均少于2小时）。,北大419分学长教你考研如何冲刺,115,教育,1189,0,1215,1234,340
9182,999,999,442,4.36,刘洹Burning,中国最全能塑身导师；提供优化时空的健身解决方案,1,我是刘洹 Burning ，香港大学博士生。同时，我在美国和香港做过专业健身教练，获得了很多国际顶级认证，现在是 Dr Burning Fitness 的创始人。一年间，我们帮助超过 700 名小伙伴通过线上，不依靠健身房成功减肥。,每周健身 2 小时获得理想身材,216,体育,194,0,179,197,4196
50,1999,1999,5,4.2,倪云华,管理顾问/上市公司高管/专栏作家,1,倪云华，著有《共享经济大趋势》，资深管理顾问，曾在普华永道、IBM担任咨询顾问。上市互联网公司副总裁。知乎、虎嗅、36kr等财经科技媒体专栏作者。多家创业公司管理顾问。,学会做顶级咨询公司顾问的PPT,65,互联网,659,0,676,694,195
651,1900,1900,44,4.36,Wonder王达,知乎职场，英语类优质live主~ 个人公号：达说职场,1,我是 Wonder 王达，美国 PURDUE 大学硕士， CATTI3 ！现于某央企负责欧洲重大进口项目管理，每天都在用英语和法国人「相爱相杀」。 5 年来，我的足迹踏遍美国，法国，乌克兰，巴基斯坦，坦桑尼亚等地。在知乎，我是一个最不走书的教「心」匠，我将分享自己的英语学习方法和实战经验以及商务谈判经历，帮助大家切实提升自己的职场身价！,这样记单词你会上瘾（一）,73,教育,1189,0,1215,1234,1879
76,999,999,14,4.93,喵有爱,爱是人生最大的财富,0,我是喵有爱，已做过德语相关 Live 三次啦。,从零学德语 A1 （二）,176,教育,1189,0,1215,1234,171
673,1900,1900,60,4,华沙,NTU心理学博士在读。UoG心理学研究方法硕士。BJFU心理学学士。,1,我是华沙，南洋理工大学认知心理学在读博士生，主要研究的方向是「视知觉」这个大类下属的「面孔认知」。换句话说就是「人类如何判断以及理解他人的面孔」（主要是面部表情方面）。本人硕士是格拉斯哥大学进修心理学研究方法，本科在北京林业大学学习心理学。说来也巧，经过硕士导师们的加持，彻底走上了「面孔研究」的不归路。在知乎两年多了，我已经回答或者写了不少关于面孔和我们生活的文章，上了不少次日报，甚至最近发布了《看脸》一本纸质书。特别希望和大家分享下自己专业的知识，让每个人都能活得舒坦。,清醒一下，你真的喜欢他吗？,114,心理学,218,0,230,239,1469
599,4990,4990,36,4.67,舞者龚溢文,香港芭蕾舞团演员、中国首批英国皇家舞蹈学院PDTD教师、香港SJ芭蕾艺术中心,1,"龚溢文，香港芭蕾舞团演员，英国皇家舞蹈学院会员，英国皇家舞蹈学院专业级芭蕾大师，香港 SJ 芭蕾艺术中心联合创始人
毕业于北京舞蹈学院附中。

曾获奖项：
2009 年第九届中国桃李杯舞蹈大赛芭蕾舞乙组铜奖；
2010 年第三届北京国际芭蕾舞邀请赛三等奖；
2011 年美国 YAGP (Youth America Grand Prix) 国际芭蕾舞大赛优秀表演奖；
2011 年获得美国 Joffrey Ballet 芭蕾舞学校、美国 Rock School for Dance Education 、美国华盛顿基洛夫芭蕾舞学校(Kirov Academy of Ballet)，三间学校全额奖学金；
2012 年第二届中日芭蕾舞大赛全组别金奖；
2012 年获得 Jacob`s Pillow Dance Festival 全额奖学金，赴美留学现代舞。

表演作品：
古典芭蕾《天鹅湖》、《胡桃夹子》、《风流寡妇》、《唐吉可德》、《匹诺曹》、《灰姑娘》、《小夜曲》 、《主题与变奏》 、《茶花女》 、《吉赛尔》、 《葛贝利亚》等。现代舞剧 《 Castrati 》 、《杜兰朵》 、《点和线》 、《巢》 等。",如何让自己不驼背？挺拔高挑的诀窍,124,艺术,392,0,402,406,2024
690,999,999,41,4.39,石桥码农,日行一刻创始人，《小程序从0到1-微信全栈工程师一本通》作者,1,我是石桥码农，日行一刻 CEO ，小说式编程书籍《 Swift 语言快速入门》作者， 15 年老程序员一枚，早期小程序开发者之一， Adobe 中国首批 15 位社区管理员之一。,零基础周末学习小程序开发,179,互联网,659,0,676,694,862
585,1999,1999,34,4.12,Irene,微信～748601692。加vx标注：知乎。有问题去值乎提问。,0,"雅思听力阅读满分获得者，总分8分；大学时参加过中国英语辩论公开赛等大型赛事，获奖无数，大四当过国家级英文辩论赛评委；有笔译工作经验，经手数万字合同的翻译工作；20岁获得某211法学学位，跨行进入新东方，主讲雅思听力阅读和托福听力；培养众多高分学员，16年学员成绩达标率为91%；已让上百英语小白掌握提升英语水平的方法。
",四周英语计划—从小白到卓越,160,教育,1189,0,1215,1234,2837
3736,1666,1666,410,4.4,刘洹Burning,中国最全能塑身导师；提供优化时空的健身解决方案,1,我是刘洹 Burning ，在香港大学攻读博士学位，方向是水质与肥胖。同时，我在美国和香港期间一直在做专业健身教练，获得了美国国家运动医学会的私教认证（ NASM CPT ）、减重专家认证（ NASM WLS ）、女性训练专家认证（ NASM WFS ），目前是 Mr Burning Fatloss 的创始人。一年间，我们帮助超过 600 名小伙伴通过线上成功减肥，摸索出一套系统的方法，用短时间和精力达到更好效果。,减肥老反弹，你应该摆脱健身房,187,体育,194,0,179,197,3034
918,1999,1999,93,4.76,原画册韩松,"IPPA,MPA,MIRA手机摄影获奖，公众号：原画册",1,摄影师，原画册工作室创始人。全球 iPhone 摄影大赛人物类冠军。,提高手机摄影水平的关键技巧,157,艺术,392,0,402,406,2693
721,1314,1314,45,4.51,余婧,律师,0,我是余婧，婚姻家事律师，财富管理律师， CCTV12 《法律讲堂》栏目「最佳人气」、「最高收视」金牌主讲。首创「私人财富法律风险管理」体系，创办中国唯一专注私人法律服务的律师机构北京余婧律师事务所。,怎么谈恋爱不吃亏：从法律角度谈起,173,生活方式,622,0,623,645,1193
14073,999,999,841,4.66,刘洋,牛津大学博士生在读；重度拖延症患者；毕业论文撰写中；提笔忘字不知所言,1,我是刘洋，牛津大学计算机系在读博士，三年级，国家公派奖学金，研究方向为数据安全及隐私保护。我零六年参加高考，分数奇葩，只够上个三本院校。到学校发现自己是学校第二届学生，整个学校加起来大概一千五百人，算算还赶不上我高中的学生多。大一上学期高数挂科，大一下学期高数 61 分。刚进大学就谈恋爱混社团鼓捣学生会。以上就是我十年前的状态。假如当初我就告诉你，我将来会去牛津大学 。嗯，不是去看大门是去读博士。大概我需要把医药费一起赔给你，去镶大牙。,从国内三本到牛津博士,154,教育,1189,0,1215,1234,10454
1257,999,999,85,4.89,刘洹Burning,中国最全能塑身导师；提供优化时空的健身解决方案,1,我是刘洹 Burning ， Dr Burning Fitness 博宁健康创始人，香港大学博士生，我们希望帮助人们提供优化时空的健身解决方案。我在美国和香港做专业健身教练，获得了国际顶级机构美国国家运动医学会 NASM 私教、 NASM 减重专家、 NASM 女性训练专家、 NASM 营养专家认证。现在也是 NASM 在中国区的合作伙伴。,人人必备！5 分钟泡沫轴放松,155,体育,194,0,179,197,1109
81,2999,2999,8,4.75,青崧兄,私人定制眼镜设计师,1,"我是青崧兄，中国定制眼镜领域开创者，n多明星大咖（罗永浩，雕爷，潘虹，陈楚生等）的眼镜设计师。
同时我也是知乎眼镜话题的优秀答主，“在行”眼镜话题的优秀百单行家，之前知乎live全满意主播。
我的工作的使命就是（通过设计或搭配）让眼镜戴在客户脸上是好看的。",胖脸，怎么戴眼镜会好看,105,生活方式,622,0,623,645,368
433,1900,1900,34,4.44,胡一刀,公众号【一刀职场】,1,我是胡一刀，20 年企业高管，职场老司机，潜规则破解专家。带过的团队既有被总理接见的微型 TEAM，又有数万人的大型集团公司。擅长从老板的角度分析问题。,「一刀见效」的职场套路,122,职业,1070,0,1109,1128,512
237,999,999,28,4.61,喵有爱,爱是人生最大的财富,0,我是喵有爱，已做过德语相关 Live 两次。本次 Live 开始，从头教授德语课程，大约每周一次，在一学期的时间内上完 A1 所有内容。,从零开始德语A1学习（一）,181,教育,1189,0,1215,1234,443
965,2900,2900,52,4.37,云中,导演，编剧，影评人,1,"这是「虹膜经典电影沙龙」的第二期，在上个月的第一期中，我们举办了电影《肖申克的救赎》的精读沙龙。

我是第二期的主讲人云中，以下是自我简介：

我于 2015 年执导了电影处女作《呼吸正常》，之前有多年从事电影电视拍摄的经验，也写过十多年的影评。我看电影，喜欢从它的本质出发，研究它的叙事、人物、视听语言、风格技术。",《霸王别姬》，最伟大的国产片,159,音乐、影视和游戏,420,0,431,443,756
678,2999,2999,71,4.49,尼克六六,知乎英语话题优秀答主，关注我英语会变厉害噢,1,"尼克六六，知乎英语话题总赞数第一答主，知乎英语话题单个答案最高赞答主。
曾获得奖学金赴加拿大读高中，后毕业于剑桥大学。现致力于分享自己的英语学习方法，希望帮助每个人更轻松的学会英语。在国外生活、工作八年，出国前曾经在一个暑假内搞定了3000+单词，有自己一套独特的背单词方法，希望和大家分享。
",两个月解决英语单词高效方法,101,教育,1189,0,1215,1234,2802
377,1999,1999,33,4.61,黑桃K,推荐2个微信公众号：“考研前辈”与”保研前辈”,1,本人为北京大学国际关系学院2015届推免研究生，15年保研改革后的第一批小白鼠，参加过北清人等多个学校的夏令营和推免，专业领域从经管到法学，尝试过很多院校专业；后指导多位学弟、学妹保研北大、清华、人大、复旦等多个名校，并且许多都跨专业成功；擅长指导写作个人陈述和简历；联合北大同学，创办《保研前辈》知乎专栏和微信公众号。,如何成功保研?,119,教育,1189,0,1215,1234,619
4661,999,999,196,4.26,温义飞,用过都说好。,1,我是溫义飞，英国伦敦政治经济学院经济史专业硕士， BIMGO Engineering 亚太区副总经理。长期致力于经济学知识的科普，目前已在知乎回答了 80 + 个问题，被知乎收录 50 个回答，是知乎经济学领域优秀回答者，同时收获了 22 万+ 的赞同。,如何用经济学思维谈恋爱？,77,金融与经济,573,0,590,610,3432
815,999,999,48,4.38,Lucy,北理工硕士,0,我是Lucy学姐，标准女汉子一枚，北京理工大学15级硕士在读，本科双非经管类专业，硕考三跨北京理工 管理科学与工程，总分407，其中数学三150，运筹学134，全程备考5个月，初复试均第一。本科虽学渣，但精于短期应试备考，极度热爱数学，有自己小众的数学复习方法体系。平日在某考研机构兼职，已带两届考生，数学成绩普遍不俗。,考研数学150分经验分享,158,教育,1189,0,1215,1234,812
521,999,999,34,4,兆民,,1,"\个人发展学会\""副总裁",,,,,,,,
157,2999,2999,11,4.64,Kyee,UCL建筑学/教育学博士,1,我是Kyee，UCL在读博士，留学十年，MornEdu创始人。是一名建筑学教师，准确的说是通过作品集辅导把学生送去GSD、AA、UCL、MIT等藤校名校的建筑学教师,建筑学：老方法做不出好方案,113,设计,271,0,280,283,287
409,999,999,24,4.63,magic,用最有效的方法学习，讲如何刷题，致力于深度学习算法研发,1,本科就读于厦门理工学院，研究生就读于厦门大学，现在为国内某上市公司程序员。本科毕业后与公司同事辞职考研，为期7个月，一天学习十几个小时，分数没过国家线，考研失败告终！作为一个二本院校的学生，在第一次考研上倾注了很多心血，却换不来回报，这到底是哪里出了问题？隔年，索性再次辞去工作，二战，考上厦门大学，我到底做了哪些转变？,从二本到厦门大学,162,教育,1189,0,1215,1234,372
629,999,999,39,4.72,Sugar man,考研经验zhihu.com/lives/881895427966930944,1,2011年毕业于福建省某职业学院流管理专业，没有自考本科，工作一段时间后，2014年去新西兰打工旅行（working holiday)，2015年回国后有了考研的想法，经过2015年12月的初试和2016年3月复试，被华科录取并拿到二等奖学金。现华中科技大学法律硕士研二。擅长法律硕士考研，新西兰打工旅行规划。,专科考研985硕士（华科）,275,教育,1189,0,1215,1234,1267
839,999,999,44,4.75,原画册韩松,"IPPA,MPA,MIRA手机摄影获奖，公众号：原画册",1,我是韩松，摄影师，原画册工作室创始人，擅长手机摄影。全球 iPhone 摄影大赛人物类金奖得主， lofter 认证手机摄影师，入选 2016 lofter 年度热门摄影作品。 Arcaid 建筑摄影大赛获奖者； IPPA 、 MPA 、 MIRA 手机摄影比赛获奖。,只用手机，也能拍出旅行大片,175,音乐、影视和游戏,420,0,431,443,1357
653,999,999,94,4.94,文而不静,不做与未来无关的事。,0,嗨喽，正在紧张备考的考研ers，我是王文静，17年法硕考研汪。本科是山东师范大学，英语专业，现在已经顺利考入复旦，法律硕士，终于修炼为一名护蛋使者。,如何使用艾宾浩斯记忆曲线背诵考研书籍,157,法律,238,0,241,245,428
778,999,999,19,4,付常银,清华传媒经济硕士,0,清华大学传媒经济方向硕士，和君商学院七届。曾供职于国务院发展研究中心旗下媒体、新华社旗下杂志、经济观察报。现供职于清华系产业集团。熟悉并擅长内容撰写、品牌传播策划、传媒产业运作。关注财经与时尚领域，在微社交、拓展人脉方向略有心得。,如何让“说话”增加吸引力,124,生活方式,622,0,623,645,1608
8,999,999,0,0,单立人,微信：qwxnj88/专栏:《行路难》与行路难,1,我是单立人，长篇仙侠小说《行路难》作者，已与《收获》杂志旗下行距app签署了版权代理合同，比起写作我更醉心于阅读经典，正在做一个「私人阅读」的读书分享计划。,我是如何挤出时间来阅读写作的？,0,阅读与写作,314,0,316,321,20
394,1999,1999,27,4.11,幽哥,一个领悟，少走5年弯路。 | 公众号：职场蛙（hoppings）,1,本人2003年起历任德尔福汽车、柯达电子等美资外企职业经理人，兼任多家企业特邀管理顾问，善于职场咨询和创业辅导工作，已给上百家企业做过员工培训，并累计给10000多位职场人士做过单独的就业指导和职业规划。2014年创立上海优戈文化发展有限公司，代表作《工作只需20年》《逆袭时代》。,打工，如何实现财务自由？？,61,生活方式,622,0,623,645,1007
2489,1900,1900,114,4.57,冼艺哲Casper,临床心理工作者,0,我是一名独立执业的临床心理工作者，毕业于香港大学社会科学院社会工作与公共管理学系婚姻及家庭治疗方向。毕业至今，一直都在做临床咨询工作，已经超过 2000 小时的临床经验，出版知乎一小时《单亲妈妈》一书。,你和你的伴侣真的在沟通吗？,200,心理学,218,0,230,239,1186
1092,999,999,90,4.94,噼里啪啦,重生活和自由，轻存储和教育,1,高忠义，本科就读于长春一所地方二本院校，2016年从清华大学微纳电子系硕士毕业。与其他标榜自己本科成绩各种差的考研逆袭明星不一样的是我在本科阶段几乎拿到了学校能给的所有荣誉，无论从学科成绩还是社团工作。从大三上想考清华到大三下决定考，再到大四上全身心投入备考，用五个月的时间一战，打破了我们学校30年没有人上清华的魔咒。,【二本考研】如何5个月一战上清华,136,教育,1189,0,1215,1234,1898
310,2900,2900,25,4.28,开寅,九只苍蝇撞墙,1,我是开寅，笔名「九只苍蝇撞墙」，法国巴黎第一大学（索邦）电影学博士，研究课题是 1949-1966 年的中国电影，也是上海国际电影节选片人，编剧，还从事过近二十年的影评工作，目前在《虹膜》杂志开设德勒兹电影哲学专栏，在圈内广受关注。特别强调，王朔是我的人生偶像。,《我不是潘金莲》是中国电影的奇葩,128,音乐、影视和游戏,420,0,431,443,146
